signal,sitrep,report_date,province,value,unit,source_note
treatment_admissions_cumulative,077,2026-07-30,Ituri,771,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 771 + N-Kivu 321 + Haut-Uele 47 + Tshopo 1; distinct from the fitted 24h figure"
treatment_admissions_cumulative,077,2026-07-30,Nord-Kivu,321,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 771 + N-Kivu 321 + Haut-Uele 47 + Tshopo 1; distinct from the fitted 24h figure"
treatment_admissions_cumulative,077,2026-07-30,Tshopo,1,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 771 + N-Kivu 321 + Haut-Uele 47 + Tshopo 1; distinct from the fitted 24h figure"
eds_investigations_performed,077,2026-07-30,Ituri,54,investigations,"section 7 prose (never a table); FIRST vintage where BOTH Ituri (54 EDS realises, 56 percent) and Nord-Kivu (31 EDS realises, 0 echecs) print numbers in the same cycle - prior vintages (073 Ituri-only, 074 Nord-Kivu-only) had only one province reporting; value is the sum 54+31=85 per data/README.md's summing convention"
eds_investigations_performed,077,2026-07-30,Nord-Kivu,31,investigations,"section 7 prose (never a table); FIRST vintage where BOTH Ituri (54 EDS realises, 56 percent) and Nord-Kivu (31 EDS realises, 0 echecs) print numbers in the same cycle - prior vintages (073 Ituri-only, 074 Nord-Kivu-only) had only one province reporting; value is the sum 54+31=85 per data/README.md's summing convention"
eds_corpses_swabbed,077,2026-07-30,Ituri,42,corpses,"section 7 prose; Ituri 42 (30 communaute + 12 structure de soins) + Nord-Kivu 33 corps swabes et securises (+16 en attente, not counted) = 75"
eds_corpses_swabbed,077,2026-07-30,Nord-Kivu,33,corpses,"section 7 prose; Ituri 42 (30 communaute + 12 structure de soins) + Nord-Kivu 33 corps swabes et securises (+16 en attente, not counted) = 75"
eds_death_alerts,077,2026-07-30,Ituri,96,alerts,"section 7 prose; Ituri 72 alertes nouvelles + 24 reports = 96, + Nord-Kivu 33 alertes de deces recues = 129"
eds_death_alerts,077,2026-07-30,Nord-Kivu,33,alerts,"section 7 prose; Ituri 72 alertes nouvelles + 24 reports = 96, + Nord-Kivu 33 alertes de deces recues = 129"
contacts_under_follow_up,078,2026-07-31,Ensemble,18508,persons,"Tableau 4 national `sous suivi`; Ituri 11980 N-Kivu 5911 Haut-Uele 562 Sud-Kivu 55 (Tshopo ND, did not report); matches the page-1 tile fraction exactly this vintage, no discrepancy (contrast SitRep 077)"
contacts_seen,078,2026-07-31,Ensemble,14436,persons,Tableau 4 national `vus`
contact_tracing_coverage,078,2026-07-31,Ensemble,78.0,percent,"page-1 tile and Tableau 4 Total agree exactly (14436/18508); Ituri 80.0 percent, N-Kivu 74.7 percent, Haut-Uele 66.7 percent, Sud-Kivu 100.0 percent, Tshopo ND"
alerts_total_day,078,2026-07-31,Ensemble,1641,alerts,"Tableau 3 `Total alertes du jour`; row sum and Total-column cell and narrative all agree, no discrepancy this vintage"
alerts_investigated,078,2026-07-31,Ensemble,1292,alerts,Tableau 3 `Alertes investiguees`
alert_investigation_rate,078,2026-07-31,Ensemble,78.7,percent,Tableau 3 `Taux d'investigation (24 h)`; 1292/1641
alerts_validated_alive,078,2026-07-31,Ensemble,190,alerts,Tableau 3; sums with the dead row to the 321 suspects of the day
alerts_validated_dead_community,078,2026-07-31,Ensemble,131,alerts,Tableau 3 `Alertes validees decedees (comm.)`; see issue #431
poe_travellers_screened,078,2026-07-31,Ensemble,246243,persons,"Tableau 5 global; Ituri 102561 + N-Kivu 59834 + Sud-Kivu 83848 (Tshopo and Haut-Uele ND, both piliers reported empty this vintage)"
poe_travellers_screened,078,2026-07-31,Ituri,102561,persons,"Tableau 5 global; Ituri 102561 + N-Kivu 59834 + Sud-Kivu 83848 (Tshopo and Haut-Uele ND, both piliers reported empty this vintage)"
poe_travellers_screened,078,2026-07-31,Nord-Kivu,59834,persons,"Tableau 5 global; Ituri 102561 + N-Kivu 59834 + Sud-Kivu 83848 (Tshopo and Haut-Uele ND, both piliers reported empty this vintage)"
poe_travellers_screened,078,2026-07-31,Sud-Kivu,83848,persons,"Tableau 5 global; Ituri 102561 + N-Kivu 59834 + Sud-Kivu 83848 (Tshopo and Haut-Uele ND, both piliers reported empty this vintage)"
poe_corpses_swabbed,078,2026-07-31,Ensemble,2,corpses,Tableau 5; Ituri 1 (100 percent swabbed) + Nord-Kivu 1 (swab percent ND) intercepted ce jour
health_worker_infections_cumulative,078,2026-07-31,Haut-Uele,3,persons,"Tableau 8 Ituri-zone total 141 (up from 137 on 30 Jul - Mongbwalu zone rose 17 to 21) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 155; Nord-Kivu/Haut-Uele figures unchanged from 077, but the Ituri Tableau 8 itself is fresh (not a carry-forward) this vintage. No explicit national total printed"
health_worker_infections_cumulative,078,2026-07-31,Ituri,141,persons,"Tableau 8 Ituri-zone total 141 (up from 137 on 30 Jul - Mongbwalu zone rose 17 to 21) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 155; Nord-Kivu/Haut-Uele figures unchanged from 077, but the Ituri Tableau 8 itself is fresh (not a carry-forward) this vintage. No explicit national total printed"
health_worker_infections_cumulative,078,2026-07-31,Nord-Kivu,11,persons,"Tableau 8 Ituri-zone total 141 (up from 137 on 30 Jul - Mongbwalu zone rose 17 to 21) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 155; Nord-Kivu/Haut-Uele figures unchanged from 077, but the Ituri Tableau 8 itself is fresh (not a carry-forward) this vintage. No explicit national total printed"
health_worker_deaths_cumulative,078,2026-07-31,Ituri,41,persons,Tableau 8 Ituri-zone total 41 (unchanged) + narrative Nord-Kivu 3 = 44; Haut-Uele death count still not given
health_worker_deaths_cumulative,078,2026-07-31,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 41 (unchanged) + narrative Nord-Kivu 3 = 44; Haut-Uele death count still not given
treatment_admissions_cumulative,078,2026-07-31,Ensemble,1261,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 844 + N-Kivu 368 + Haut-Uele 47 + Tshopo 2; distinct from the fitted 24h figure"
treatment_admissions_cumulative,078,2026-07-31,Haut-Uele,47,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 844 + N-Kivu 368 + Haut-Uele 47 + Tshopo 2; distinct from the fitted 24h figure"
treatment_admissions_cumulative,078,2026-07-31,Ituri,844,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 844 + N-Kivu 368 + Haut-Uele 47 + Tshopo 2; distinct from the fitted 24h figure"
treatment_admissions_cumulative,078,2026-07-31,Nord-Kivu,368,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 844 + N-Kivu 368 + Haut-Uele 47 + Tshopo 2; distinct from the fitted 24h figure"
treatment_admissions_cumulative,078,2026-07-31,Tshopo,2,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 844 + N-Kivu 368 + Haut-Uele 47 + Tshopo 2; distinct from the fitted 24h figure"
eds_investigations_performed,078,2026-07-31,Ituri,54,investigations,"section 7 prose; CARRY-FORWARD - the entire Ituri AND Nord-Kivu EDS paragraphs are byte-identical to SitRep 077's (same 72 alertes nouvelles/24 reports/54 EDS realises/12 echecs/31 reportes for Ituri, same 33 alertes/31 EDS realises/0 echecs for Nord-Kivu, even the cumulative-since-20-mai clause is unchanged), an unrefreshed section this vintage; value repeated unchanged (54+31=85), not fresh data"
eds_investigations_performed,078,2026-07-31,Nord-Kivu,31,investigations,"section 7 prose; CARRY-FORWARD - the entire Ituri AND Nord-Kivu EDS paragraphs are byte-identical to SitRep 077's (same 72 alertes nouvelles/24 reports/54 EDS realises/12 echecs/31 reportes for Ituri, same 33 alertes/31 EDS realises/0 echecs for Nord-Kivu, even the cumulative-since-20-mai clause is unchanged), an unrefreshed section this vintage; value repeated unchanged (54+31=85), not fresh data"
eds_corpses_swabbed,078,2026-07-31,Ituri,42,corpses,"section 7 prose; CARRY-FORWARD from SitRep 077 (see eds_investigations_performed note); value repeated unchanged (42+33=75), not fresh data"
eds_corpses_swabbed,078,2026-07-31,Nord-Kivu,33,corpses,"section 7 prose; CARRY-FORWARD from SitRep 077 (see eds_investigations_performed note); value repeated unchanged (42+33=75), not fresh data"
eds_death_alerts,078,2026-07-31,Ituri,96,alerts,"section 7 prose; CARRY-FORWARD from SitRep 077 (see eds_investigations_performed note); value repeated unchanged (96+33=129), not fresh data"
eds_death_alerts,078,2026-07-31,Nord-Kivu,33,alerts,"section 7 prose; CARRY-FORWARD from SitRep 077 (see eds_investigations_performed note); value repeated unchanged (96+33=129), not fresh data"
contacts_under_follow_up,079,2026-08-01,Ensemble,17472,persons,Tableau 4 national `sous suivi`; Ituri 10848 Nord-Kivu 5942 Tshopo 65 Haut-Uele 562 Sud-Kivu 55; matches the page-1 tile fraction exactly this vintage
contacts_seen,079,2026-08-01,Ensemble,13988,persons,Tableau 4 national `vus`
contact_tracing_coverage,079,2026-08-01,Ensemble,80.1,percent,"page-1 tile and Tableau 4 Total agree exactly (13988/17472); Ituri 83.4 percent, Nord-Kivu 75.1 percent, Tshopo 66.2 percent, Haut-Uele 66.7 percent, Sud-Kivu 100.0 percent"
alerts_total_day,079,2026-08-01,Ensemble,1157,alerts,"Tableau 3 `Total alertes du jour`; row sum (489+636+ND+20+12) and Total-column cell and narrative (`1 157 alertes ont ete gerees`) all agree, no discrepancy this vintage; Haut-Uele ND, national total is a 4-province sum per the report's own note"
alerts_investigated,079,2026-08-01,Ensemble,1009,alerts,Tableau 3 `Alertes investiguees`
alert_investigation_rate,079,2026-08-01,Ensemble,87.2,percent,Tableau 3 `Taux d'investigation (24 h)`; 1009/1157
alerts_validated_alive,079,2026-08-01,Ensemble,150,alerts,Tableau 3; sums with the dead row to the 227 suspects of the day (150+77=227)
alerts_validated_dead_community,079,2026-08-01,Ensemble,77,alerts,Tableau 3 `Alertes validees decedees (comm.)`; see issue #431
poe_travellers_screened,079,2026-08-01,Ensemble,266159,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_travellers_screened,079,2026-08-01,Haut-Uele,13507,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_travellers_screened,079,2026-08-01,Ituri,103673,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_travellers_screened,079,2026-08-01,Nord-Kivu,63731,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_travellers_screened,079,2026-08-01,Sud-Kivu,83848,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_travellers_screened,079,2026-08-01,Tshopo,1400,persons,Tableau 5 global; Ituri 103673 + Nord-Kivu 63731 + Sud-Kivu 83848 + Tshopo 1400 + Haut-Uele 13507 = 266159
poe_corpses_swabbed,079,2026-08-01,Ensemble,1,corpses,"Tableau 5; Nord-Kivu 1 corps sans vie intercepte ce jour, 100 percent swabe (1/1)"
health_worker_infections_cumulative,079,2026-08-01,Haut-Uele,3,persons,"Tableau 8 Ituri-zone total 142 (up from 141 on 31 Jul - Nizi zone gained 1 new confirmed case) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 156; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_infections_cumulative,079,2026-08-01,Ituri,142,persons,"Tableau 8 Ituri-zone total 142 (up from 141 on 31 Jul - Nizi zone gained 1 new confirmed case) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 156; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_infections_cumulative,079,2026-08-01,Nord-Kivu,11,persons,"Tableau 8 Ituri-zone total 142 (up from 141 on 31 Jul - Nizi zone gained 1 new confirmed case) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 156; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_deaths_cumulative,079,2026-08-01,Ituri,41,persons,Tableau 8 Ituri-zone total 41 (unchanged) + narrative Nord-Kivu 3 = 44; Haut-Uele death count still not given
health_worker_deaths_cumulative,079,2026-08-01,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 41 (unchanged) + narrative Nord-Kivu 3 = 44; Haut-Uele death count still not given
treatment_admissions_cumulative,079,2026-08-01,Ensemble,1383,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 905 + Nord-Kivu 412 + Haut-Uele 63 + Tshopo 3 = 1383; distinct from the fitted 24h figure"
treatment_admissions_cumulative,079,2026-08-01,Haut-Uele,63,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 905 + Nord-Kivu 412 + Haut-Uele 63 + Tshopo 3 = 1383; distinct from the fitted 24h figure"
treatment_admissions_cumulative,079,2026-08-01,Ituri,905,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 905 + Nord-Kivu 412 + Haut-Uele 63 + Tshopo 3 = 1383; distinct from the fitted 24h figure"
treatment_admissions_cumulative,079,2026-08-01,Nord-Kivu,412,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 905 + Nord-Kivu 412 + Haut-Uele 63 + Tshopo 3 = 1383; distinct from the fitted 24h figure"
treatment_admissions_cumulative,079,2026-08-01,Tshopo,3,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 905 + Nord-Kivu 412 + Haut-Uele 63 + Tshopo 3 = 1383; distinct from the fitted 24h figure"
eds_investigations_performed,079,2026-08-01,Ituri,48,investigations,"section 7 prose; Ituri 48 EDS realises (78 percent) + Nord-Kivu 31 EDS realises (sans echec) = 79; FRESH this vintage - Ituri's cumulative-depuis-20-mai moved to 3247 alertes/2629 EDS (from 078's 3061/2496), not a carry-forward"
eds_investigations_performed,079,2026-08-01,Nord-Kivu,31,investigations,"section 7 prose; Ituri 48 EDS realises (78 percent) + Nord-Kivu 31 EDS realises (sans echec) = 79; FRESH this vintage - Ituri's cumulative-depuis-20-mai moved to 3247 alertes/2629 EDS (from 078's 3061/2496), not a carry-forward"
eds_corpses_swabbed,079,2026-08-01,Ituri,34,corpses,"section 7 prose; Ituri 34 swabs (dont 17 en CTE) + Nord-Kivu 33 corps swabes et securises (+16 en attente) = 67; fresh this vintage, see eds_investigations_performed note"
eds_corpses_swabbed,079,2026-08-01,Nord-Kivu,33,corpses,"section 7 prose; Ituri 34 swabs (dont 17 en CTE) + Nord-Kivu 33 corps swabes et securises (+16 en attente) = 67; fresh this vintage, see eds_investigations_performed note"
eds_death_alerts,079,2026-08-01,Ituri,71,alerts,"section 7 prose; Ituri 71 alertes de deces au total + Nord-Kivu 33 alertes de deces recues = 104; fresh this vintage, see eds_investigations_performed note"
eds_death_alerts,079,2026-08-01,Nord-Kivu,33,alerts,"section 7 prose; Ituri 71 alertes de deces au total + Nord-Kivu 33 alertes de deces recues = 104; fresh this vintage, see eds_investigations_performed note"
contacts_under_follow_up,080,2026-08-02,Ensemble,18276,persons,Tableau 4 national `sous suivi`; Ituri 11496 Nord-Kivu 6163 Haut-Uele 562 Sud-Kivu 55 Tshopo ND
contacts_seen,080,2026-08-02,Ensemble,14466,persons,Tableau 4 national `vus`
contact_tracing_coverage,080,2026-08-02,Ensemble,79.2,percent,"page-1 tile and Tableau 4 Total agree exactly (14466/18276); Ituri 82.1 percent, Nord-Kivu 74.7 percent, Haut-Uele 66.7 percent, Sud-Kivu 100.0 percent, Tshopo ND"
alerts_total_day,080,2026-08-02,Ensemble,1265,alerts,"Tableau 3 `Total alertes du jour`; Ituri 531 (footnoted: the province's own report(15)+nouvelles(507)=522 undershoots its printed total by 9, a three-zonal-line inconsistency the report itself flags and recalculates the investigation rate against) + Nord-Kivu 731 + Sud-Kivu 3, Haut-Uele/Tshopo ND"
alerts_investigated,080,2026-08-02,Ensemble,1164,alerts,Tableau 3 `Alertes investiguees`
alert_investigation_rate,080,2026-08-02,Ensemble,92.0,percent,Tableau 3 `Taux d'investigation (24 h)`; 1164/1265
alerts_validated_alive,080,2026-08-02,Ensemble,152,alerts,Tableau 3; sums with the dead row to the 275 suspects of the day (152+123=275)
alerts_validated_dead_community,080,2026-08-02,Ensemble,123,alerts,Tableau 3 `Alertes validees decedees (comm.)`; see issue #431
poe_travellers_screened,080,2026-08-02,Ensemble,253043,persons,Tableau 5 global; Ituri 98289 + Nord-Kivu 65338 + Sud-Kivu 89416 = 253043 (Haut-Uele/Tshopo ND)
poe_travellers_screened,080,2026-08-02,Ituri,98289,persons,Tableau 5 global; Ituri 98289 + Nord-Kivu 65338 + Sud-Kivu 89416 = 253043 (Haut-Uele/Tshopo ND)
poe_travellers_screened,080,2026-08-02,Nord-Kivu,65338,persons,Tableau 5 global; Ituri 98289 + Nord-Kivu 65338 + Sud-Kivu 89416 = 253043 (Haut-Uele/Tshopo ND)
poe_travellers_screened,080,2026-08-02,Sud-Kivu,89416,persons,Tableau 5 global; Ituri 98289 + Nord-Kivu 65338 + Sud-Kivu 89416 = 253043 (Haut-Uele/Tshopo ND)
poe_corpses_swabbed,080,2026-08-02,Ensemble,1,corpses,"Tableau 5; Ituri 1 corps sans vie intercepte ce jour, 100 percent swabe (1/1)"
health_worker_infections_cumulative,080,2026-08-02,Haut-Uele,3,persons,"Tableau 8 Ituri-zone total 140 (DOWN from 142 on 1 Aug - a regression the report's own prose flags as contravening the non-regression rule, attributed to reclassifications at Mongbwalu 21->17 and Nizi 4->3 partially offset by Nia-Nia 20->22 and a new Damas case, calling for provincial arbitration) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_infections_cumulative,080,2026-08-02,Ituri,140,persons,"Tableau 8 Ituri-zone total 140 (DOWN from 142 on 1 Aug - a regression the report's own prose flags as contravening the non-regression rule, attributed to reclassifications at Mongbwalu 21->17 and Nizi 4->3 partially offset by Nia-Nia 20->22 and a new Damas case, calling for provincial arbitration) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_infections_cumulative,080,2026-08-02,Nord-Kivu,11,persons,"Tableau 8 Ituri-zone total 140 (DOWN from 142 on 1 Aug - a regression the report's own prose flags as contravening the non-regression rule, attributed to reclassifications at Mongbwalu 21->17 and Nizi 4->3 partially offset by Nia-Nia 20->22 and a new Damas case, calling for provincial arbitration) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 = 154; no explicit national total printed, summed here per the established convention since SitRep 077"
health_worker_deaths_cumulative,080,2026-08-02,Ituri,43,persons,Tableau 8 Ituri-zone total 43 (up from 41 on 1 Aug) + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given
health_worker_deaths_cumulative,080,2026-08-02,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 43 (up from 41 on 1 Aug) + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given
treatment_admissions_cumulative,080,2026-08-02,Haut-Uele,79,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 975 + Nord-Kivu 451 + Haut-Uele 79 + Tshopo 3 + Sud-Kivu 287 = 1795; Sud-Kivu's cumulative admissions appear for the first time alongside its new Tableau 6 column; distinct from the fitted 24h figure"
treatment_admissions_cumulative,080,2026-08-02,Ituri,975,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 975 + Nord-Kivu 451 + Haut-Uele 79 + Tshopo 3 + Sud-Kivu 287 = 1795; Sud-Kivu's cumulative admissions appear for the first time alongside its new Tableau 6 column; distinct from the fitted 24h figure"
treatment_admissions_cumulative,080,2026-08-02,Nord-Kivu,451,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 975 + Nord-Kivu 451 + Haut-Uele 79 + Tshopo 3 + Sud-Kivu 287 = 1795; Sud-Kivu's cumulative admissions appear for the first time alongside its new Tableau 6 column; distinct from the fitted 24h figure"
treatment_admissions_cumulative,080,2026-08-02,Sud-Kivu,287,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 975 + Nord-Kivu 451 + Haut-Uele 79 + Tshopo 3 + Sud-Kivu 287 = 1795; Sud-Kivu's cumulative admissions appear for the first time alongside its new Tableau 6 column; distinct from the fitted 24h figure"
treatment_admissions_cumulative,080,2026-08-02,Tshopo,3,admissions,"Tableau 6 `Total admissions` (cumulative, no 24h qualifier); Ituri 975 + Nord-Kivu 451 + Haut-Uele 79 + Tshopo 3 + Sud-Kivu 287 = 1795; Sud-Kivu's cumulative admissions appear for the first time alongside its new Tableau 6 column; distinct from the fitted 24h figure"
eds_investigations_performed,080,2026-08-02,Ituri,81,investigations,"section 7 prose; Ituri 81 EDS realises (82 percent) + Nord-Kivu 40 EDS realises (sans echec) = 121; fresh this vintage (Ituri's alerts-de-deces count 99 differs from 079's 71, not a carry-forward)"
eds_investigations_performed,080,2026-08-02,Nord-Kivu,40,investigations,"section 7 prose; Ituri 81 EDS realises (82 percent) + Nord-Kivu 40 EDS realises (sans echec) = 121; fresh this vintage (Ituri's alerts-de-deces count 99 differs from 079's 71, not a carry-forward)"
eds_corpses_swabbed,080,2026-08-02,Ituri,60,corpses,"section 7 prose; Ituri 60 swabs (dont 26 en CTE) + Nord-Kivu 42 corps swabes et securises (+13 en attente) = 102; fresh this vintage, see eds_investigations_performed note"
eds_corpses_swabbed,080,2026-08-02,Nord-Kivu,42,corpses,"section 7 prose; Ituri 60 swabs (dont 26 en CTE) + Nord-Kivu 42 corps swabes et securises (+13 en attente) = 102; fresh this vintage, see eds_investigations_performed note"
eds_death_alerts,080,2026-08-02,Ituri,99,alerts,"section 7 prose; Ituri 99 alertes de deces au total + Nord-Kivu 42 alertes de deces = 141; fresh this vintage, see eds_investigations_performed note"
eds_death_alerts,080,2026-08-02,Nord-Kivu,42,alerts,"section 7 prose; Ituri 99 alertes de deces au total + Nord-Kivu 42 alertes de deces = 141; fresh this vintage, see eds_investigations_performed note"
contacts_under_follow_up,081,2026-08-03,Ensemble,18243,persons,Tableau 4 national `sous suivi`; Ituri 11544 Nord-Kivu 6021 Haut-Uele 508 Sud-Kivu 55 Tshopo 115
contacts_seen,081,2026-08-03,Ensemble,14300,persons,Tableau 4 national `vus`
contact_tracing_coverage,081,2026-08-03,Ensemble,78.4,percent,"page-1 tile and Tableau 4 Total agree exactly (14300/18243); Ituri 80.2 percent, Nord-Kivu 76.0 percent, Haut-Uele 63.0 percent, Tshopo 81.7 percent, Sud-Kivu 100.0 percent (all five provinces reported this vintage)"
alerts_total_day,081,2026-08-03,Ensemble,1290,alerts,"Tableau 3 `Total alertes du jour`; Ituri 556 + Nord-Kivu 703 + Haut-Uele 6 + Tshopo 15 + Sud-Kivu 10 = 1290 (all five provinces reported, no ND this vintage)"
alerts_investigated,081,2026-08-03,Ensemble,1062,alerts,Tableau 3 `Alertes investiguees`
alert_investigation_rate,081,2026-08-03,Ensemble,82.3,percent,Tableau 3 `Taux d'investigation (24 h)`; 1062/1290
alerts_validated_alive,081,2026-08-03,Ensemble,187,alerts,"Tableau 3; sums with the dead row to the 289 auditable suspects of the day (187+102=289); see the suspected_daily_history headline/table discrepancy note (page-1 printed 301, Nord-Kivu 109 vs table 97)"
alerts_validated_dead_community,081,2026-08-03,Ensemble,102,alerts,Tableau 3 `Alertes validees decedees (comm.)`; see issue #431
poe_travellers_screened,081,2026-08-03,Ensemble,109571,persons,"Tableau 5 Global column, printed directly; Ituri 108393 + Tshopo 1178 = 109571 (Nord-Kivu ND, Sud-Kivu/Haut-Uele explicit 0)"
poe_travellers_screened,081,2026-08-03,Ituri,108393,persons,"Tableau 5 Global column, printed directly; Ituri 108393 + Tshopo 1178 = 109571 (Nord-Kivu ND, Sud-Kivu/Haut-Uele explicit 0)"
poe_travellers_screened,081,2026-08-03,Tshopo,1178,persons,"Tableau 5 Global column, printed directly; Ituri 108393 + Tshopo 1178 = 109571 (Nord-Kivu ND, Sud-Kivu/Haut-Uele explicit 0)"
poe_corpses_swabbed,081,2026-08-03,Ensemble,2,corpses,"Tableau 5; Ituri 2 corps sans vie interceptes ce jour, 50 percent swabes (1/2)"
health_worker_infections_cumulative,081,2026-08-03,Haut-Uele,3,persons,"Tableau 8 Ituri-zone total 140/71/23/43 (30.7 percent letalite) - BYTE-IDENTICAL to SitRep 080's own Tableau 8 totals, an apparent unrefreshed carry-forward (no fresh narrative this vintage, unlike 080's explicit regression narrative) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 (both also identical to 080) = 154; the section-7 defis table separately misstates Ituri deaths as 41 (internally inconsistent with Tableau 8's own 43/30.7 percent; 43 preferred, matching the table-over-prose convention)"
health_worker_infections_cumulative,081,2026-08-03,Ituri,140,persons,"Tableau 8 Ituri-zone total 140/71/23/43 (30.7 percent letalite) - BYTE-IDENTICAL to SitRep 080's own Tableau 8 totals, an apparent unrefreshed carry-forward (no fresh narrative this vintage, unlike 080's explicit regression narrative) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 (both also identical to 080) = 154; the section-7 defis table separately misstates Ituri deaths as 41 (internally inconsistent with Tableau 8's own 43/30.7 percent; 43 preferred, matching the table-over-prose convention)"
health_worker_infections_cumulative,081,2026-08-03,Nord-Kivu,11,persons,"Tableau 8 Ituri-zone total 140/71/23/43 (30.7 percent letalite) - BYTE-IDENTICAL to SitRep 080's own Tableau 8 totals, an apparent unrefreshed carry-forward (no fresh narrative this vintage, unlike 080's explicit regression narrative) + narrative Nord-Kivu 11 + narrative Haut-Uele 3 (both also identical to 080) = 154; the section-7 defis table separately misstates Ituri deaths as 41 (internally inconsistent with Tableau 8's own 43/30.7 percent; 43 preferred, matching the table-over-prose convention)"
health_worker_deaths_cumulative,081,2026-08-03,Ituri,43,persons,Tableau 8 Ituri-zone total 43 (see infections-cumulative note on the section-7 defis table's conflicting 41) + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given; entire bundle byte-identical to 080's
health_worker_deaths_cumulative,081,2026-08-03,Nord-Kivu,3,persons,Tableau 8 Ituri-zone total 43 (see infections-cumulative note on the section-7 defis table's conflicting 41) + narrative Nord-Kivu 3 = 46; Haut-Uele death count still not given; entire bundle byte-identical to 080's
eds_investigations_performed,081,2026-08-03,Haut-Uele,5,investigations,"section 7 prose; Ituri 69 EDS realises (13 en CTE) + Nord-Kivu 42 EDS realises (sans echec) + Haut-Uele 5 EDS realises + Sud-Kivu 0 (explicit `aucun deces communautaire ni swab post-mortem rapporte`, Sud-Kivu's first appearance in this section) = 116; Nord-Kivu's PCI pilier separately states 52 EDS the same day - the report itself flags this as `ecart a reconcilier`, so the EDS-section figure (42) is used, per the established EDS-pillar-preferred convention"
eds_investigations_performed,081,2026-08-03,Ituri,69,investigations,"section 7 prose; Ituri 69 EDS realises (13 en CTE) + Nord-Kivu 42 EDS realises (sans echec) + Haut-Uele 5 EDS realises + Sud-Kivu 0 (explicit `aucun deces communautaire ni swab post-mortem rapporte`, Sud-Kivu's first appearance in this section) = 116; Nord-Kivu's PCI pilier separately states 52 EDS the same day - the report itself flags this as `ecart a reconcilier`, so the EDS-section figure (42) is used, per the established EDS-pillar-preferred convention"
