sitrep,report_date,suspected_cases,suspected_deaths,confirmed_cases,confirmed_deaths,samples_received,samples_analysed,positives,new_daily_suspects,new_daily_suspected_deaths,patients_isolated,cumul_recovered,notes
055,2026-07-08,,,1792,625,,,,227,60,764,295,"confirmed-based format; banner Cumul cas confirmes 1792, Cumul deces parmi les confirmes 625 (34,9% letalite), patients en isolement-hospitalisation 764 (95,3% bed occupancy), cumul gueris 295 (+10 over 285; FAITS SAILLANTS 10 declares gueris - Ituri: 2 CT Sota, 1 CTE Rwampara, 1 CTE Mongbwalu, 1 CTE Nyankunde; Nord-Kivu: 1 HGR Oicha, 1 HGR Mabalako), cas suspects du jour 227 (60 deces), taux de suivi des contacts 78,6%; over 24h 33 new confirmed and 25 deaths (44% community) - Ituri 30 cas et 24 deces, Nord-Kivu 3 cas et 1 deces; net cumulative +33 (1759->1792); 14 in-care CTE/CT deaths in Ituri (3 CTE Bunia, 3 CTE Rwampara, 3 CT Nizi, 2 CTE Mongbwalu, 1 CTE Nyankunde, 1 CTE CME, 1 CT Sota); no new ZS (37/104 unchanged); Ituri concentrates 91,0% of cases (n=1 631) and 85,6% of deaths (n=535, letalite brute 32,8%); spatial table Ituri 1631/535, Nord-Kivu 158/89, Sud-Kivu 3/1 = 1792/625; 2 cases detected at Kisangani (Tshopo, one linked to Nia-Nia ZS) still excluded pending validation; headline confirmed 1792 and deaths 625 match the INRB national CSV, new-suspect 227 and suspect-deaths 60 match the INRB national_cumulative_suspected series (no discrepancy); lab 4.3 national 24h analysed Ituri 157 (19,1% positive n=30) + Nord-Kivu 113 (2,7% positive n=3) + Sud-Kivu 0 analysed (2 collected, en cours analyses - contributes 0 like a pending province) = 270 (clean national total; confirmed increment 33 <= 270, and the 24h positives 30+3+0=33 equal the day's new-confirmed headline), INCLUDED in the 24h analysed series; Tableau 7 Mouvement des patients (Ensemble) au-lit J-1 751, admissions 151, deces (susp/conf) 25, non-cas 95, gueris 10, evades 7, transf HGR 1, total sorties 138, Fin J isolement 764 (balance 751+151-138=764 closes; Fin J Ituri 540 + Nord-Kivu 197 + Sud-Kivu 27 = 764, occupancy 95,3%); beyond cut-off"
056,2026-07-09,,,1830,648,,,,284,81,780,300,"confirmed-based format; banner Cumul cas confirmes 1830, Cumul deces parmi les confirmes 648 (35,4% lethality), patients en isolement 780 (100,3% bed occupancy; Tableau 7 Patients en isolement Fin J Ituri 536 + Nord-Kivu 225 + Sud-Kivu 19 = 780, dont confirmes (NC+AC) 238 + dont suspects 542 = 780), cumul gueris 300, cas suspects du jour 284 (81 deces; Tableau 3 Decedees Ituri 59 + Nord-Kivu 22 + Sud-Kivu 0 = 81), taux de suivi contacts 78,1%; 38 new confirmed incl 23 deaths (73,9% communautaires; Ituri 32 incl 18 deaths, Nord-Kivu 6 incl 5 deaths), net cumulative +38 (1792->1830), net deaths +23 (625->648); 6 in-care CTE deaths in Ituri (4 CTE Bunia, 2 CTE Mongbwalu); spatial table Ituri 1663/553, Nord-Kivu 164/94, Sud-Kivu 3/1 = 1830/648; no new zone de sante (37/104); Tableau 7 admissions 89 (Ituri 43 + Nord-Kivu 44 + Sud-Kivu 2), deces 10, non-cas 41, gueris 5, evades 4, transferes HGR 2, total sorties 62, au-lit J-1 755 (540+188+27); balance 755+89-62=782 overshoots Fin J 780 by 2 (minor internal Tableau 7 inconsistency), page-1 headline 780 used for isolation; bed-capacity NOT fitted this vintage (100,3% occupancy implies capacity 778 < occupancy 780); lab 4.3 national 24h analysed Ituri 104 (30,8% positive n=32) + Nord-Kivu 108 (5,6% positive n=6) + Sud-Kivu 0 (2 collected, en cours d'analyse) = 212 (clean national total; confirmed increment 38 <= 212, 24h positives 32+6+0=38 = day new-confirmed headline), INCLUDED in the 24h analysed series; beyond cut-off"
057,2026-07-10,,,1873,672,,,,299,91,763,306,"confirmed-based format; banner Cumul cas confirmes 1873, Cumul deces parmi les confirmes 672 (35,9% lethality), patients en isolement 763 (95,1% bed occupancy; Tableau 7 Patients en isolement Fin J Ituri 543 + Nord-Kivu 196 + Sud-Kivu 24 = 763, dont confirmes (NC+AC) 259 + dont suspects 504 = 763), cumul gueris 306, cas suspects du jour 299 (91 deces; Tableau 3 Decedees Ituri 65 + Nord-Kivu 26 + Sud-Kivu 0 = 91), taux de suivi contacts 71,7%; 43 new confirmed incl 24 deaths (62,5% communautaires; Ituri 42 incl 24 deaths, Nord-Kivu 1 cas), net cumulative +43 (1830->1873), net deaths +24 (648->672); 9 in-care CTE deaths in Ituri (3 CTE CME, 2 CTE Elikya, 1 CTE Bunia, 1 CTE ISTM, 1 CT Sota, 1 CT Nizi); Tableau 2 Ituri 1705/577, Nord-Kivu 165/94, Sud-Kivu 3/1 = 1873/672; Haut-Uele 1/1 (Wamba) and Tshopo 4/2 (Makiso-Kisangani 2/2, Mangobo 1/0, Lubunga 1/0) appear for the first time but are starred 'non comptabilise car deja inclus dans les cas de Nia-Nia' so NOT added to the national total (epidemiologically linked to Nia-Nia/Ituri PK51 mining site); 4 new zones de sante -> 41/104 (Wamba, Makiso, Lubunga, Mangobo); Tableau 7 admissions 110 (Ituri 69 + Nord-Kivu 36 + Sud-Kivu 5), deces 18, non-cas 92, gueris 6, evades 9, transferes HGR 1, total sorties 126, au-lit J-1 779 (535+225+19); balance 779+110-126=763 closes exactly; bed capacity 763/0.951=802; lab 4.3 national 24h analysed Ituri 177 (23,7% positive n=42) + Nord-Kivu 54 (1,9% positive n=1) + Sud-Kivu 0 (5 collected, en cours d'analyse) = 231 (clean national total; confirmed increment 43 <= 231, 24h positives 42+1+0=43 = day new-confirmed headline), INCLUDED in the 24h analysed series; SitRep 057 (10 July) directly follows 056 (9 July), no gap; beyond cut-off"
058,2026-07-11,,,1926,702,,,,299,91,753,318,"confirmed-based format; banner Cumul cas confirmes 1926* (Donnees reactualisees a la suite du processus de nettoyage et d'harmonisation de la base DHIS2), Cumul deces parmi les confirmes 702 (36,4% lethality), patients en isolement 753 (93,9% bed occupancy), cumul gueris 318, cas suspects du jour 299 (91 deces), taux de suivi contacts 78,3%; 53 new confirmed incl 30 deaths (66,6% communautaires; Ituri 45 incl 27 deaths, Nord-Kivu 8 incl 2 deaths), net cumulative +53 (1873->1926), net deaths +30 (672->702) [page-1 FAITS SAILLANTS and Tableau 2 TOTAL and INRB national CSV all give 702; the section-4.1 narrative reads '1 926 cas confirmes et 701 deces', an internal typo, headline 702 used]; 10 in-care CTE/CT deaths (Ituri 9: 4 CTE Mongbwalu, 2 CTE Elikya, 1 CTE Rwampara, 1 CT Sota, 1 CT HGR Nia-Nia; Nord-Kivu 1: CTE Butembo); 12 patients declares gueris in Ituri (3 CTE CME, 2 CTE Mongbwalu, 3 CTE ISTM, 4 CT Sota); 1 new zone de sante Ariwara (Ituri) -> 42 ZS touchees across 5 provinces (Haut-Uele, Ituri, Nord-Kivu, Sud-Kivu, Tshopo); Tshopo n=4 all cas importes de Nia-Nia assigned to Kisangani ZS where detected; Ituri concentrates 90,9% of cases (n=1750) and 86,2% of deaths (n=604); Nord-Kivu 173 cas / 97 deces (56,1% lethality). Tableau 7 admissions 94 (Ituri 67 + Nord-Kivu 21 + Sud-Kivu 6), deces (Suspects/Conf.) 75 (Ituri 42 + Nord-Kivu 33 + Sud-Kivu 0), non-cas 12 (Ituri 12), gueris 8 (Ituri 8; differs from the +12 cumulative recovered / FAITS SAILLANTS 12 declares gueris, an internal Tableau 7 inconsistency), evades 0, transferes HGR 15 (Ituri 14 + Nord-Kivu 1, unusually large, folded in / not separately tracked), total sorties 110, au-lit J-1 769 (Ituri 544 + Nord-Kivu 201 + Sud-Kivu 24); balance 769+94-110=753 closes exactly = Fin J occupancy (Ituri 535 + Nord-Kivu 188 + Sud-Kivu 30 = 753; dont confirmes (NC+AC) 248 + dont suspects 539 = 787 overshoots Fin J 753 by 34, an internal Tableau 7 inconsistency, page-1 headline 753 used). bed capacity 753/0.939=802. lab 4.3 national 24h analysed Ituri 227 (19,9% positive n=45) + Nord-Kivu 123 (6,5% positive n=8) + Sud-Kivu 0 (6 collected, en cours d'analyse - contributes 0 like a pending province) = 350 (clean national total - every reporting province with completed analysis gives a count; confirmed increment 53 <= 350, 24h positives 45+8+0=53 = day new-confirmed headline), INCLUDED in the 24h analysed series. Tableau 3 (Gestion des alertes 24h) Total des cas suspects du jour 228 (Ituri 166 + Nord-Kivu 56 + Sud-Kivu 6; validees vivantes 158 + decedees 70 = 228) differs from the page-1 headline cas suspects du jour 299 (91 deces): the page-1 DHIS2-consolidated headline is used per methodology and matches the INRB national_cumulative_suspected_cases/deaths DRC daily-new values 299/91. The 299/91 headline equals the 10 July value exactly, but SitRep 058 prints it independently on page 1, the INRB CSV records it as a distinct daily entry, and Tableau 3 carries a fresh field-alert count (228/70), so 299/91 is treated as a genuine printed daily headline, not a carry-forward. SitRep 058 (11 July) directly follows 057 (10 July), no gap; beyond cut-off"
059,2026-07-12,,,1963,719,,,,268,,736,333,"analytique/edition quotidienne format (rapportage 12 Jul, publication 13 Jul); banner Cumul cas confirmes 1963 (DHIS2-consolidated = 1926 + 31 nouveaux + 6 Wamba/Haut-Uele reclassification a 7 cas confirmes originaires de Nia-Nia), Cumul deces confirmes 719 (36.6% letalite, +10 dont 7 communautaires; Tableau 1 total 718, page-1 719 used), cas suspects du jour 268 (Tableau 3 validees vivantes 156 + decedees 112), patients en isolement 736 a 88.3% occupation, cumul gueris 333 (+15; provincial Ituri 317 + N-Kivu 27 = 344 consolidation en cours, national 333 used); 31 nouveaux confirmes (Ituri 27, Nord-Kivu 4) incl 10 deces; 5 provinces (Ituri 1772/608, Nord-Kivu 177/100, Sud-Kivu 3/1, Haut-Uele 7/7, Tshopo 4/3) / 42 ZS sur 140; lab section 3.2 24h analyses Ituri 203 (13.3% pos n=27) + Nord-Kivu 99 (6.1% pos n=6) + Sud-Kivu 8 recus en cours (0) = 302, INCLUDED; Tableau 5 occupation au-lit J-1 727, admissions 121, deces 18, non-cas 65, evades 9, transf HGR 1, Fin J 736 (dont confirmes 246 + suspects 490); suspect-deaths-of-day not on the DHIS2 tile, Tableau 3 alertes validees decedees comm. 112 recorded but not fitted; beyond cut-off"
060,2026-07-13,,,2011,754,,,,268,,753,366,"analytique format (rapportage 13 Jul, publication 14 Jul); banner Cumul cas confirmes 2011 (matches INRB national CSV; +54 nouveaux, baselined from a pre-Wamba 12 Jul cumul 1957: Ituri 42, Nord-Kivu 5, Haut-Uele 7), Cumul deces confirmes 754 (37.5% letalite, +28: Ituri 18, Nord-Kivu 4, Haut-Uele 6), cas suspects du jour 268 (Ituri 174, Nord-Kivu 62, Sud-Kivu 4, Haut-Uele 28), patients en isolement 753 a 87.4% occupation, cumul gueris 366 (+11 Ituri; Ituri 328, Nord-Kivu 38); 5 provinces (Ituri 1808/631, Nord-Kivu 182/106, Sud-Kivu 3/1, Haut-Uele 14/13, Tshopo 4/3) / 45 ZS sur 140; lab section 3.2 24h analyses Ituri 229 (18.3% pos n=42) + Nord-Kivu 99 (6.5% pos n=5) + Sud-Kivu 4 en cours (0) = 328, INCLUDED; Tableau 6 occupation au-lit J-1 742, admissions 103, deces 18, non-cas 50, evades 9, transf HGR 0, Fin J 753 (dont confirmes 246 + suspects 507); balance 742+103-92=753 closes; Tableau 3 alertes validees decedees comm. 112 recorded not fitted; beyond cut-off"
061,2026-07-14,,,2073,796,,,,418,,736,377,"analytique format (rapportage 14 Jul, publication 15 Jul); banner Cumul cas confirmes 2073 (+62: Ituri 55, Nord-Kivu 7; INRB national CSV has no 14 Jul value yet, PDF headline used), Cumul deces confirmes 796 (38.4% letalite, +42: Ituri 37, Nord-Kivu 5), cas suspects du jour 418 (Ituri 318, Nord-Kivu 79, Tshopo 10, Haut-Uele 11), patients en isolement 736 a 87.4% occupation (page-1 tile prints 737 but province split 544+188+4 = 736 and Tableau 6 Fin J = 736, so 736 used, 737 a headline typo), cumul gueris 377 (+13 Ituri; Ituri 341, Nord-Kivu 36); 5 provinces (Ituri 1863/668, Nord-Kivu 189/111, Sud-Kivu 3/1, Haut-Uele 14/13, Tshopo 4/3) / 45 ZS sur 140; contains the epidemic curve by symptom-onset date (Figure 3, DHIS2 line list, recent tail flagged donnees potentiellement incompletes) and age-sex pyramids; lab section 3.2 24h analyses Ituri 152 (36.2% pos n=55) + Nord-Kivu 110 (6.4% pos n=7) + Sud-Kivu 4 / Haut-Uele 9 / Tshopo 1 all en cours (0) = 262, INCLUDED (positives 55+7=62 = new-confirmed headline); Tableau 6 occupation au-lit J-1 694, admissions 133, deces 19, non-cas 47, evades 12, transf HGR 0, Fin J 736 (dont confirmes 270 + suspects 466); balance 694+133-91=736 closes, but au-lit J-1 694 is -59 vs the 13 Jul Fin J 753 (large between-report reclassification, added as occupancy_break_date 2026-07-14); Tableau 3 alertes validees decedees comm. 76 recorded not fitted; beyond cut-off"
062,2026-07-15,,,2124,828,,,,389,,725,390,"analytique format (rapportage 15 Jul, publication 16 Jul); banner Cumul cas confirmes 2124 (+51: Ituri 41, Nord-Kivu 10; page-1 footnote 2073 (14/07) + 51 = 2124), Cumul deces parmi les confirmes 828 (39,0% letalite; +32: Ituri 24 dont 16 communautaires + 8 CTE/CT, Nord-Kivu 8 communautaires + 0 CTE/CT), patients en isolement 725 (85,6% bed occupancy; Tableau 6 Patients en isolement Fin J Ituri 549 + Nord-Kivu 171 + Tshopo 5 = 725, dont confirmes 281 + suspects 444; Nombre de lits 846; balance au-lit J-1 718 + admissions 124 - total sorties 117 = 725 closes; Nord-Kivu 118,8% saturation, Ituri 79%, Tshopo 41,7%), cumul gueris 390 (+13 declares gueris in Ituri: 7 CTE Bunia, 3 CTE ISTM, 1 CT Bambu, 2 CT Sota; provincial cumul Ituri 354, Nord-Kivu 36), cas suspects du jour 389 (Tableau 3 Total des cas suspects du jour Ituri 282 + Nord-Kivu 68 + Tshopo 39 = 389; alertes validees decedees comm. Ituri 42 + Nord-Kivu 27 + Tshopo 4 = 73; no page-1 (N deces) subtitle), taux de suivi des contacts national 80,3% (10 195 / 12 693 vus; Ituri 78,1%, Nord-Kivu 91,7%, Tshopo 50,0%); new-confirmed zone breakdown Ituri 41 (Bunia 14, Nizi 9, Rwampara 6, Mongbwalu 5, Lita 2, Damas 2, Kilo 1, Mahagi 1, Nia-Nia 1), Nord-Kivu 10 (Katwa 4, Butembo 3, Beni 2, Musienene 1); net cumulative +51 (2073->2124); 1 new ZS Mahagi (Ituri 27/36; 46/140 total across 5 provinces: Ituri 27/36, Nord-Kivu 11/34, Haut-Uele 4/13, Tshopo 3/23, Sud-Kivu 1/34); Sud-Kivu ZS Miti-Murhesa reaches 50 days without a confirmed case (dropped from active list, 45 ZS active); spatial table Tableau 1 Ituri 1904/692 (36,3%), Nord-Kivu 199/119 (59,8%), Sud-Kivu 3/1, Haut-Uele 14/13, Tshopo 4/3 = 2124/828 (39,0%); Haut-Uele report of 15/07 non parvenu, values held at 14/07 (14 cas / 13 deces); Tshopo and Sud-Kivu no new confirmed; no national cumulative suspected total; lab section 3.2 Laboratoire national 24h analysed Ituri 186 (148 sang + 38 swab; 22,0% positive n=41) + Nord-Kivu 129 (Beni 52 + Butembo 77; 7,8% positive n=10, 30 en cours d'analyse excluded) + Sud-Kivu 0 analysed (3 collected en attente de resultats - contributes 0 like a pending province) + Tshopo 0 analysed (3 preleves resultats attendus - contributes 0) = 315 (clean national total - every reporting province with completed analysis gives a count; confirmed increment 51 <= 315, and the 24h positives 41+10=51 equal the day's new-confirmed headline), INCLUDED in the 24h analysed series; PDF headline confirmed 2124 / deaths 828 / cas suspects du jour 389 all match the INRB-UMIE national_cumulative_* DRC 15/07 CSV values exactly (no discrepancy); SitRep 062 (15 July) directly follows 061 (14 July), no gap; beyond cut-off"
064,2026-07-17,,,2267,893,,,,236,,722,412,"analytique format (rapportage 17 Jul, publication 18 Jul); SitRep 063 (16 July) was not published upstream, so this row steps 15 Jul -> 17 Jul. Banner Cumul cas confirmes 2267 (asterisked apres consolidation retrospective; page-1 footnote 2181 (16/07) + 86 nouvelles confirmations = 2267; +86 nouveaux: Ituri 75, Nord-Kivu 7, Haut-Uele 4), Cumul deces parmi les confirmes 893 (39,4% letalite = 893/2267; +29: Ituri 25 dont 14 communautaires + 11 CTE/CT, Nord-Kivu 4), patients en isolement 722 (85,9% occupation = 722/841 lits; Tableau 6 Fin J Ituri 548 + Nord-Kivu 174 = 722, dont confirmes 252 + suspects 460; au-lit J-1 721 + admissions 119 - total sorties 118 = 722 closes; Nord-Kivu 123,4% saturation, Ituri 78% pour 700 lits), cumul gueris 412 (+32 declares gueris in Ituri, provincial cumul 406; page-1 tile 412 national), cas suspects du jour 236 (page-1 tile Ituri 170 + Nord-Kivu 61 + Tshopo 1 + Haut-Uele 4 = 236; no page-1 (N deces) subtitle), taux de suivi des contacts national 83,6% (9 886 / 11 820 vus; Ituri 83,0%, Nord-Kivu 87,0%, Tshopo 50,0%); net cumulative +143 over the 15 -> 17 Jul two-day gap (2124 -> 2267), daily-new 17 Jul = 86; 5 provinces / 46 ZS touchees (no new ZS; 45 in active transmission; Haut-Uele en cours de revision pour harmonisation et reclassification); Tableau 6 admissions 119 (Ituri 86 + Nord-Kivu 33), sorties decedes 19, non-cas 56, gueris 32, evades 11, total sorties 118; lab section 3.2 Laboratoire national 24h analysed Ituri 211 (documentes dans le reseau de collecte; 35,5% apparent positivity n=75) + Nord-Kivu 119 (recus et analyses; 6,7% positive n=8) = 330 (Haut-Uele 4 preleves en attente d'expedition + 4 nouveaux positifs recus du labo de Nia-Nia contribute 0 to analysed like a pending province; Sud-Kivu and Tshopo no analysed count; clean national total; day new-confirmed 86 <= 330), INCLUDED in the 24h analysed series; contains the epidemic curve by symptom-onset date (Figure 4, DHIS2 line list, n=2064, recent tail flagged donnees potentiellement incompletes) and age-sex pyramids; beyond cut-off"
065,2026-07-18,,,2344,930,,,,192,,724,466,"analytique format (rapportage 18 Jul, publication 19 Jul); directly follows SitRep 064 (17 Jul), no gap. Banner Cumul cas confirmes 2344 (asterisked: harmonisation des donnees cas/deces confirmes entre la province de Haut-Uele et la ZS Nia-Nia/Ituri; +83 nouveaux confirmes: Ituri 67, Nord-Kivu 16; net cumulative +77 over 2267 -> 2344, the 6-case shortfall vs the +83 gross reflecting the Haut-Uele/Nia-Nia reattachment - Haut-Uele revised down to 16 cas), Cumul deces parmi les confirmes 930 (39,7% letalite = 930/2344; +40 deces: Ituri 31 dont 9 CTE/CT, Nord-Kivu 9 dont 1 CTE Katwa; net cumulative +37 over 893 -> 930, Haut-Uele revised down to 10 deces), patients en isolement 724 (page-1 tile Ituri 539 + Nord-Kivu 181 + Tshopo 4 = 724), cumul gueris 466 (+22 gueris: Ituri 21, Nord-Kivu 1), cas suspects du jour 192 (page-1 tile Ituri 128 + Nord-Kivu 57 + Tshopo 3 + Haut-Uele 4 = 192, corroborated by Tableau 3 Total des cas suspects du jour 192; no page-1 (N deces) subtitle; Tableau 3 alertes validees decedees comm. Ituri 56 + Nord-Kivu 24 = 80 recorded not fitted); cross-checks the INRB-UMIE national_cumulative_suspected_cases DRC 18/07 daily-new value 192, taux de suivi des contacts national 85,8% (10 517 / 12 251 vus; Ituri 84,9%, Nord-Kivu 88,4%, Tshopo 100,0%); Tableau 1 par province Ituri 2090/776 (37,1%), Nord-Kivu 230/139 (60,4%), Sud-Kivu 3/1, Haut-Uele 16/10 (62,5%), Tshopo 5/4 = 2344/930 (39,7%); 5 provinces / 46 ZS touchees (no new ZS; 45 in active transmission); +83 new-confirmed ZS breakdown: Nizi 30, Bunia 15, Rwampara 10, Katwa 6, Mongbwalu 5, Musienene 4, Beni 3, Butembo 2, Fataki 2, Nia-Nia 2, Mangala 2, Kyondo 1, Tchomia 1; Tableau 2 (page 4) Total 24h nouv. cas 83, deces comm. Swab+ 30, deces intra-CTE 10, total deces confirmes 40; lab section 3.2 Laboratoire: Ituri 167 documentes dans le reseau de collecte (67 positifs = 45 vivants + 22 deces; 38,1% apparent positivity) + Nord-Kivu 127 recus et analyses (16 positifs; 12,6%) + Haut-Uele 53 preleves en cours d'analyse + Tshopo 6 preleves en cours d'analyse = national 24h analysed 294 (Ituri 167 + Nord-Kivu 127; Haut-Uele 53 and Tshopo 6 pending contribute 0; positives 67+16=83 = new-confirmed headline; net confirmed increment 77 <= 294), INCLUDED in the fitted 24h analysed series per maintainer decision (PR #461); Ituri worded 'documentes dans le reseau de collecte' rather than 'analyses', a shade less clean but usable;CTE capacity challenge note (section 8): Nord-Kivu 123,1% occupation (141 lits), Ituri 76,3% (539 patients pour 706 lits); PPL cumul 119 confirmes (61 gueris, 36 deces, Ituri); beyond cut-off"
066,2026-07-19,,,2423,967,,,,252,,734,469,"analytique format (rapportage 19 Jul, publication 20 Jul); banner Cumul cas confirmes 2423 (+79: Ituri 70, N-Kivu 9; page-1 footnote 2344 (18/07) + 79 = 2423), Cumul deces confirmes 967 (39,9% letalite; +37: Ituri 35, N-Kivu 2), cas suspects du jour 252 (Ituri 207 + N-Kivu 41 + Haut-Uele 4 = 252), patients en isolement 734 a 78,2% occupation (939 lits), cumul gueris 469 (+3 Ituri); 5 provinces (Ituri 2160/811, Nord-Kivu 239/141, Sud-Kivu 3/1, Haut-Uele 16/10, Tshopo 5/4) = 2423/967; 47 ZS (1 new: Adja, Ituri); 46 en transmission active; Tableau 6 occupation au-lit J-1 720, admissions 108, deces 18, non-cas 63, gueris 3, evades 10, total sorties 94, Fin J 734 (dont confirmes 295 + suspects 439); balance 720+108-94=734 closes; lab section 3.2 Ituri 167 documentes (70 positifs 47 vivants + 23 deces; 41,9% apparent positivity) + Nord-Kivu 105 analyses (9 positifs 8 vivants + 1 deces; 8,6%) = 272 (Haut-Uele 4 en cours; positives 70+9=79 = new-confirmed headline); confirmed increment 79 <= 272, INCLUDED in the 24h analysed series; 78 suspect-deaths (Tableau 3 validees decedees comm.); beyond cut-off"
067,2026-07-20,,,2473,999,,,,322,,737,482,"analytique format (rapportage 20 Jul, publication 21 Jul); banner Cumul cas confirmes 2473 (+50: Ituri 42, N-Kivu 8), Cumul deces confirmes 999 (40,4% letalite; +32: Ituri 27, N-Kivu 5), cas suspects du jour 322 (Ituri 201 + N-Kivu 116 + Tshopo 3 + Sud-Kivu 2 = 322), patients en isolement 737 a 86,7% occupation (850 lits), cumul gueris 482 (+13 Ituri); 5 provinces (Ituri 2202/838, Nord-Kivu 247/146, Sud-Kivu 3/1, Haut-Uele 16/10, Tshopo 5/4) = 2473/999; 47 ZS (no new ZS; 46 en transmission active); Tableau 6 occupation au-lit J-1 700, admissions 180, deces 27, non-cas 96, gueris 13, evades 7, total sorties 143, Fin J 737 (dont confirmes 286 + suspects 451); balance 700+180-143=737 closes; lab section 3.2 Ituri 113 documentes (42 positifs 29 vivants + 13 deces; 37,2% apparent positivity) + Nord-Kivu 126 analyses (8 positifs 5 vivants + 3 deces; 6,3%) = 239 (positives 42+8=50 = new-confirmed headline); confirmed increment 50 <= 239, INCLUDED in the 24h analysed series; 102 suspect-deaths (Tableau 3 validees decedees comm.); beyond cut-off"
068,2026-07-21,,,2536,1033,,,,306,,738,506,"analytique format (rapportage 21 Jul, publication 22 Jul); banner Cumul cas confirmes 2536 (+63: Ituri 46, N-Kivu 12, Haut-Uele 5), Cumul deces confirmes 1033 (40,7% letalite; +34: Ituri 26, N-Kivu 6, Haut-Uele 2), cas suspects du jour 306 (Ituri 215 + N-Kivu 88 + Tshopo 3 = 306), patients en isolement 738 a 86,9% occupation (849 lits), cumul gueris 506 (+24: Ituri 23, N-Kivu 1); 5 provinces (Ituri 2202+46=2248/838+26=864, Nord-Kivu 247+12=259/146+6=152, Sud-Kivu 3/1, Haut-Uele 16+5=21/10+2=12, Tshopo 5/4) = 2536/1033; 47 ZS (no new ZS; 46 en transmission active); Tableau 6 occupation au-lit J-1 732, admissions 92, deces 23, non-cas 35, gueris 24, evades 4, total sorties 86, Fin J 738 (dont confirmes 274 + suspects 464); balance 732+92-86=738 closes; lab section 3.2 Ituri 132 documentes (46 positifs 36 vivants + 10 deces; 34,8% apparent positivity) + Nord-Kivu 122 analyses (12 positifs 7 vivants + 5 deces; 9,8%) + Haut-Uele 20 analyses (5 positifs 3 vivants + 2 deces; 25,0%) = 274 (positives 46+12+5=63 = new-confirmed headline; confirmed increment 63 <= 274), INCLUDED in the 24h analysed series; Haut-Uele now reporting completed analyses for the first time; no page-1 (N deces) subtitle; beyond cut-off"
069,2026-07-22,,,2905,1269,,,,318,,722,519,"analytique format (rapportage 22 Jul, publication 23 Jul); SitRep 068 (21 Jul) precedes it, no gap. Banner Cumul cas confirmes 2905* (+97 nouveaux: Ituri 73, N-Kivu 18, Haut-Uele 6), Cumul deces confirmes 1269* (43,7% letalite = 1269/2905; +62 deces: Ituri 45, N-Kivu 14, Haut-Uele 3); the page-1 asterisk footnote reads 'Harmonisation de donnees avec les provinces de l'Ituri et du Nord-Kivu a la date du 22 juillet 2026' and warns that 'les augmentations importantes observees dans les cumuls resultent principalement de l'integration des bases provinciales harmonisees et ne refletent pas uniquement les nouvelles notifications des dernieres 24 heures', so the net cumulative steps +369 cas (2536 -> 2905) and +236 deces (1033 -> 1269) far exceed the +97/+62 gross 24h counts; cas suspects du jour 318 (page-1 tile Ituri 188 + N-Kivu 119 + Haut-Uele 7 + Tshopo 4 = 318, corroborated by Tableau 3 Total des cas suspects du jour 318; cross-checks the INRB-UMIE national_cumulative_suspected_cases DRC 22/07 daily-new value 318), patients en isolement 722 a 84,1% occupation (858 lits = Ituri 709 + N-Kivu 141 + Tshopo 8), cumul gueris 519 (+13: Ituri 12, N-Kivu 1); Tableau 1 par province Ituri 2595/1077 (41,5%), Nord-Kivu 275/172 (62,5%), Haut-Uele 27/15 (55,6%), Tshopo 5/4 (80,0%), Sud-Kivu 3/1 (33,3%) = 2905/1269 (43,7%); 47 ZS touchees sur 140 (no new ZS; 46 en transmission active); Tableau 6 occupation au-lit J-1 742, admissions 126, sorties decedes 32, non-cas 97, gueris 13, evades 4, transferes 0, total sorties 146, Fin J 722 (dont confirmes 285 + suspects 437 = 722 closes); balance 742 + 126 - 146 = 722 closes; Haut-Uele ND in Tableau 6 (donnees non disponibles au moment de la compilation); lab section 3.2 Ituri 221 documentes dans le reseau de collecte (73 positifs 40 vivants + 33 deces; 33,0% apparent positivity) + Nord-Kivu 178 recus et analyses (18 positifs 12 vivants + 6 deces; 10,1%) + Haut-Uele 12 recus et analyses (6 positifs 4 vivants + 2 deces; 50,0%) + Tshopo 3 recus et analyses (0 positifs, tous negatifs apres analyse) = 414 (positives 73+18+6+0 = 97 = new-confirmed headline; net confirmed increment 369 <= 414), INCLUDED in the 24h analysed series; Haut-Uele and Tshopo both report completed analyses this vintage; taux de suivi des contacts national 74,5% (11 459 / 15 374 vus; Ituri 73,3%, N-Kivu 77,7%, Tshopo 100,0%; Haut-Uele ND); Tableau 3 alertes validees decedees comm. Ituri 53 + N-Kivu 61 + Haut-Uele 1 + Tshopo 0 = 115 recorded not fitted; PoE/PoC 167 090 personnes passees, 95,3% screenees, 4 alertes notifiees, 1 corps sans vie intercepte et swabe; PPL cumul 121 confirmes (67 gueris, 18 en hospitalisation, 36 deces; letalite 29,8%); no page-1 (N deces) subtitle; contains the epidemic curve by symptom-onset date (Figure 4, DHIS2 line list, n=2 329, recent tail flagged donnees potentiellement incompletes) and age-sex pyramids; beyond cut-off"
